"participant","predicate","predicate_number","context","context_number","response"
154,"confirm",4,"6H",5,0.14
154,"announce",10,"16L",31,0.29
155,"think",7,"2L",10,0.01
155,"acknowledge",5,"7L",19,0.02
155,"be right",6,"15H",34,0.2
155,"confirm",4,"19L",4,0.06
155,"admit",13,"3H",33,0.4
155,"confess",20,"12H",2,0.2
155,"establish",1,"16L",31,0
155,"be annoyed",9,"13L",26,0.97
155,"prove",2,"1H",13,0.98
155,"hear",16,"9H",35,0.97
155,"announce",10,"20H",3,0.14
155,"discover",14,"18L",32,0.94
155,"say",8,"6H",5,0.09
155,"demonstrate",18,"5H",20,0.09
155,"reveal",3,"8L",23,0.05
155,"inform",12,"10L",36,0.03
155,"suggest",17,"11H",29,0.02
155,"pretend",15,"4H",40,0.04
155,"know",11,"14L",14,0.8
155,"see",19,"17L",15,0.01
156,"discover",14,"16L",31,0.93
156,"admit",13,"15L",7,0.74
156,"see",19,"5L",38,0.96
156,"demonstrate",18,"17L",15,0.93
156,"hear",16,"13L",26,0.97
156,"say",8,"8H",1,0.1
156,"know",11,"10H",18,0.99
156,"be right",6,"14H",22,0.01
156,"reveal",3,"12H",2,0.55
156,"inform",12,"11L",11,0.87
156,"prove",2,"7L",19,0.07
156,"establish",1,"1H",13,0.23
156,"confess",20,"6H",5,0.59
156,"think",7,"4H",40,0
156,"confirm",4,"18L",32,0.18
156,"announce",10,"3H",33,0
156,"be annoyed",9,"9L",16,0.98
156,"acknowledge",5,"19L",4,0.92
156,"pretend",15,"2H",25,0
156,"suggest",17,"20H",3,0
157,"pretend",15,"16L",31,0.03
157,"prove",2,"14L",14,0.25
157,"confess",20,"19H",39,0.48
157,"establish",1,"11H",29,0.16
157,"hear",16,"8H",1,0.2
157,"say",8,"4H",40,0.56
157,"inform",12,"3H",33,0.63
157,"be right",6,"2L",10,0.03
157,"discover",14,"17H",21,0.6
157,"see",19,"10L",36,0.27
157,"acknowledge",5,"5L",38,0.63
157,"know",11,"20L",27,0.83
157,"be annoyed",9,"9L",16,0.16
157,"demonstrate",18,"6H",5,0.69
157,"think",7,"7H",24,0.23
157,"announce",10,"15L",7,0.08
157,"suggest",17,"18H",6,0.47
157,"reveal",3,"1H",13,0.99
157,"confirm",4,"12L",28,0.12
157,"admit",13,"13L",26,0.15
158,"confirm",4,"7L",19,0.1
158,"inform",12,"15L",7,0.52
158,"pretend",15,"9L",16,0
158,"admit",13,"17H",21,0.65
158,"reveal",3,"10H",18,0.68
158,"announce",10,"20H",3,0.98
158,"say",8,"6H",5,0.12
158,"discover",14,"12H",2,0.56
158,"be annoyed",9,"16L",31,0.71
158,"confess",20,"18L",32,0.09
158,"think",7,"1L",37,0
158,"suggest",17,"11H",29,0.56
158,"prove",2,"13L",26,0
158,"know",11,"3H",33,0.83
158,"acknowledge",5,"8L",23,0.36
158,"be right",6,"2H",25,0.54
158,"hear",16,"4L",12,0.6
158,"demonstrate",18,"5H",20,0.44
158,"establish",1,"14H",22,0.34
158,"see",19,"19L",4,0.69
159,"think",7,"4H",40,0
159,"be annoyed",9,"3L",9,0.78
159,"say",8,"17L",15,0
159,"admit",13,"5L",38,0
159,"see",19,"19H",39,0.63
159,"demonstrate",18,"20H",3,0.76
159,"confess",20,"6H",5,0.31
159,"confirm",4,"18H",6,0.18
159,"reveal",3,"15H",34,0.03
159,"be right",6,"14H",22,0.52
159,"discover",14,"11L",11,0
159,"pretend",15,"10L",36,0
159,"hear",16,"9H",35,0.17
159,"prove",2,"13L",26,0
159,"know",11,"1L",37,1
159,"suggest",17,"16L",31,0
159,"announce",10,"8H",1,0
159,"inform",12,"7L",19,0
159,"acknowledge",5,"2L",10,0.94
159,"establish",1,"12H",2,0
160,"be right",6,"4L",12,0
160,"demonstrate",18,"5H",20,0.25
160,"suggest",17,"9H",35,0.91
160,"see",19,"20L",27,0
160,"hear",16,"7H",24,0
160,"prove",2,"15H",34,0.76
160,"be annoyed",9,"19L",4,0.34
160,"reveal",3,"12L",28,0.18
160,"confirm",4,"13L",26,0.34
160,"know",11,"6L",30,0
160,"discover",14,"18H",6,0.63
160,"think",7,"10H",18,0.91
160,"establish",1,"17H",21,0.7
160,"inform",12,"8L",23,0.47
160,"announce",10,"1L",37,0
160,"confess",20,"11L",11,0.19
160,"say",8,"14H",22,0.94
160,"acknowledge",5,"3H",33,0.84
160,"pretend",15,"16L",31,0.17
160,"admit",13,"2H",25,0.8
161,"say",8,"12H",2,0.27
161,"be right",6,"2L",10,0
161,"establish",1,"11L",11,0
161,"confess",20,"8H",1,0
161,"be annoyed",9,"20L",27,0.88
161,"prove",2,"10L",36,0
161,"know",11,"4H",40,0.95
161,"demonstrate",18,"5L",38,0
161,"admit",13,"18H",6,0.5
161,"think",7,"1L",37,0
161,"discover",14,"17L",15,0.96
161,"hear",16,"6H",5,1
161,"acknowledge",5,"14L",14,0.65
161,"see",19,"7L",19,1
161,"inform",12,"3L",9,0.99
161,"reveal",3,"13H",8,0.87
161,"pretend",15,"19H",39,0
161,"announce",10,"9H",35,0
161,"confirm",4,"16H",17,0.38
161,"suggest",17,"15H",34,0.13
162,"demonstrate",18,"20L",27,0.01
162,"be annoyed",9,"13H",8,0.86
162,"pretend",15,"19H",39,0.48
162,"know",11,"10L",36,0.73
162,"announce",10,"4L",12,0.11
162,"think",7,"9H",35,0.43
162,"hear",16,"12L",28,0.77
162,"confirm",4,"8H",1,0.28
162,"discover",14,"14H",22,0.86
162,"suggest",17,"17H",21,0.86
162,"be right",6,"5L",38,0.07
162,"prove",2,"11H",29,0.16
162,"confess",20,"3H",33,0.8
162,"inform",12,"18L",32,0.36
162,"reveal",3,"16H",17,0.61
162,"say",8,"1L",37,0.25
162,"see",19,"2H",25,0.82
162,"establish",1,"15L",7,0.11
162,"admit",13,"6L",30,0.12
162,"acknowledge",5,"7L",19,0.19
163,"say",8,"12L",28,0.17
163,"suggest",17,"17H",21,0.43
163,"confirm",4,"3L",9,0.13
163,"be right",6,"14L",14,0.12
163,"think",7,"15L",7,0
163,"inform",12,"18H",6,0.38
163,"acknowledge",5,"8L",23,0.12
163,"admit",13,"2H",25,0.42
163,"hear",16,"1H",13,0.87
163,"see",19,"11L",11,0.15
163,"discover",14,"19H",39,0.29
163,"demonstrate",18,"13L",26,0.3
163,"prove",2,"10L",36,0.1
163,"pretend",15,"20H",3,0.14
163,"reveal",3,"5H",20,0.17
163,"be annoyed",9,"9H",35,0.22
163,"confess",20,"16L",31,0.19
163,"know",11,"6H",5,0.34
163,"announce",10,"7H",24,0.17
163,"establish",1,"4L",12,0.19
164,"confirm",4,"18L",32,0.04
164,"be annoyed",9,"11H",29,0.96
164,"inform",12,"5H",20,0.93
164,"be right",6,"8L",23,0.04
164,"reveal",3,"4H",40,1
164,"pretend",15,"1L",37,0.06
164,"establish",1,"7L",19,0.04
164,"hear",16,"13L",26,0.85
164,"acknowledge",5,"19H",39,0.96
164,"confess",20,"17L",15,0.02
164,"suggest",17,"16L",31,0.02
164,"announce",10,"2H",25,0.98
164,"prove",2,"9L",16,0.01
164,"think",7,"3H",33,0.94
164,"see",19,"20H",3,0.97
164,"admit",13,"15H",34,0.97
164,"demonstrate",18,"12H",2,0.93
164,"know",11,"6H",5,0.95
164,"discover",14,"14L",14,0.02
164,"say",8,"10L",36,0.03
165,"say",8,"11L",11,0.1
165,"admit",13,"2L",10,0.07
165,"see",19,"14H",22,0.52
165,"know",11,"4H",40,0.73
165,"hear",16,"12H",2,0.79
165,"inform",12,"7L",19,0.15
165,"prove",2,"9L",16,0.67
165,"think",7,"15H",34,0.94
165,"acknowledge",5,"5H",20,0.75
165,"discover",14,"20L",27,0.72
165,"confess",20,"6L",30,0.37
165,"pretend",15,"13L",26,0.07
165,"suggest",17,"8H",1,0.08
165,"be right",6,"17H",21,0.77
165,"reveal",3,"1L",37,0.62
165,"demonstrate",18,"19H",39,0.83
165,"establish",1,"18H",6,0.13
165,"announce",10,"16H",17,0.46
165,"be annoyed",9,"3L",9,0.94
165,"confirm",4,"10L",36,0.07
166,"suggest",17,"8L",23,0.1
166,"acknowledge",5,"12H",2,0.15
166,"know",11,"7L",19,0.23
166,"announce",10,"13H",8,0.17
166,"say",8,"11L",11,0.12
166,"establish",1,"5H",20,0.1
166,"admit",13,"15L",7,0.07
166,"confirm",4,"19L",4,0.06
166,"be annoyed",9,"4H",40,0.8
166,"discover",14,"6L",30,0.09
166,"hear",16,"16L",31,0.1
166,"be right",6,"9H",35,0.11
166,"think",7,"20H",3,0.1
166,"prove",2,"17L",15,0.08
166,"confess",20,"10H",18,0.08
166,"reveal",3,"14L",14,0.12
166,"pretend",15,"18L",32,0.08
166,"see",19,"3H",33,0.06
166,"inform",12,"2H",25,0.07
166,"demonstrate",18,"1H",13,0.08
167,"pretend",15,"10L",36,0
167,"admit",13,"2H",25,0.5
167,"be right",6,"7L",19,0.05
167,"suggest",17,"14H",22,0.17
167,"confirm",4,"12H",2,0.47
167,"say",8,"20H",3,0.51
167,"know",11,"15L",7,0.6
167,"prove",2,"3L",9,0.23
167,"establish",1,"8L",23,0.22
167,"announce",10,"9L",16,0.3
167,"think",7,"5H",20,0.51
167,"inform",12,"11H",29,0.46
167,"hear",16,"18H",6,0.54
167,"see",19,"13L",26,0.41
167,"be annoyed",9,"1L",37,0.45
167,"confess",20,"17H",21,0.39
167,"discover",14,"4H",40,0.5
167,"acknowledge",5,"6H",5,0.43
167,"demonstrate",18,"16L",31,0.17
167,"reveal",3,"19L",4,0.2
168,"think",7,"8L",23,0.14
168,"know",11,"5L",38,0.5
168,"establish",1,"6L",30,0.24
168,"pretend",15,"9H",35,0.13
168,"announce",10,"1H",13,0.6
168,"prove",2,"11H",29,0.41
168,"be right",6,"12L",28,0.2
168,"say",8,"20L",27,0.36
168,"reveal",3,"14H",22,0.43
168,"suggest",17,"19H",39,0.49
168,"be annoyed",9,"3H",33,0.75
168,"confirm",4,"2L",10,0.12
168,"demonstrate",18,"16H",17,0.46
168,"discover",14,"7H",24,0.59
168,"confess",20,"17L",15,0.52
168,"hear",16,"4L",12,0.63
168,"acknowledge",5,"13H",8,0.88
168,"see",19,"10L",36,0.49
168,"inform",12,"15H",34,0.76
168,"admit",13,"18L",32,0.43
169,"reveal",3,"7H",24,0.92
169,"discover",14,"20L",27,0.81
169,"be annoyed",9,"15H",34,0.93
169,"hear",16,"19H",39,0.62
169,"prove",2,"10H",18,0.14
169,"inform",12,"1H",13,0.88
169,"be right",6,"12H",2,0.13
169,"admit",13,"9H",35,0.39
169,"say",8,"6L",30,0.06
169,"think",7,"3L",9,0.32
169,"know",11,"4L",12,0.87
169,"announce",10,"17L",15,0.27
169,"demonstrate",18,"16L",31,0.31
169,"pretend",15,"14L",14,0.01
169,"acknowledge",5,"13L",26,0.16
169,"confess",20,"2L",10,0.37
169,"establish",1,"8L",23,0.14
169,"see",19,"5H",20,0.45
169,"confirm",4,"11H",29,0.37
169,"suggest",17,"18H",6,0.1
170,"see",19,"14H",22,0.72
170,"reveal",3,"6L",30,0.61
170,"confess",20,"8L",23,0.26
170,"be annoyed",9,"15H",34,0.76
170,"know",11,"1L",37,0.7
170,"admit",13,"20L",27,0.12
170,"establish",1,"12L",28,0.65
170,"hear",16,"5L",38,0.67
170,"announce",10,"3H",33,0.39
170,"discover",14,"2H",25,0.89
170,"say",8,"17H",21,0.51
170,"prove",2,"16H",17,0.61
170,"be right",6,"7H",24,0.04
170,"acknowledge",5,"13H",8,0.62
170,"confirm",4,"10H",18,0.27
170,"pretend",15,"9L",16,0
170,"inform",12,"18L",32,0.07
170,"suggest",17,"4L",12,0.14
170,"demonstrate",18,"11H",29,0.24
170,"think",7,"19L",4,0.32
171,"pretend",15,"15L",7,0.1
171,"inform",12,"5H",20,0.31
171,"know",11,"4L",12,0.5
171,"acknowledge",5,"8L",23,0.15
171,"discover",14,"17H",21,0.13
171,"prove",2,"1H",13,0.51
171,"reveal",3,"3H",33,0.49
171,"announce",10,"14L",14,0.13
171,"suggest",17,"9H",35,0.24
171,"demonstrate",18,"12H",2,0.14
171,"see",19,"13L",26,0.07
171,"establish",1,"19L",4,0.08
171,"think",7,"16H",17,0.22
171,"be annoyed",9,"10L",36,0
171,"confirm",4,"7L",19,0.09
171,"confess",20,"11L",11,0.14
171,"admit",13,"2H",25,0.43
171,"say",8,"6L",30,0.12
171,"hear",16,"18H",6,0.11
171,"be right",6,"20H",3,0.17
172,"confess",20,"5L",38,0
172,"know",11,"2H",25,1
172,"be right",6,"11L",11,0
172,"think",7,"12H",2,0
172,"discover",14,"19L",4,0
172,"say",8,"18L",32,0
172,"acknowledge",5,"4H",40,0.71
172,"be annoyed",9,"14H",22,1
172,"admit",13,"13H",8,0.21
172,"announce",10,"3L",9,0
172,"pretend",15,"6H",5,0
172,"establish",1,"17L",15,0.02
172,"reveal",3,"7H",24,0
172,"prove",2,"10L",36,0.02
172,"hear",16,"8L",23,0.01
172,"inform",12,"20H",3,0.99
172,"demonstrate",18,"16H",17,0.01
172,"suggest",17,"9L",16,0
172,"see",19,"15H",34,0.74
172,"confirm",4,"1L",37,0
173,"demonstrate",18,"2H",25,0.28
173,"acknowledge",5,"16L",31,0.08
173,"pretend",15,"13L",26,0.02
173,"confirm",4,"19L",4,0.57
173,"discover",14,"3H",33,0.64
173,"admit",13,"11H",29,0.54
173,"think",7,"18H",6,0.08
173,"be annoyed",9,"14L",14,0.98
173,"prove",2,"10H",18,0.15
173,"know",11,"5L",38,0.98
173,"be right",6,"8L",23,0.01
173,"see",19,"20H",3,0.94
173,"say",8,"4H",40,0.12
173,"reveal",3,"15L",7,0.9
173,"confess",20,"17H",21,0.61
173,"hear",16,"1L",37,0.49
173,"inform",12,"7H",24,0.94
173,"establish",1,"6H",5,0.65
173,"announce",10,"9L",16,0.59
173,"suggest",17,"12L",28,0.62
174,"acknowledge",5,"11H",29,0.33
174,"demonstrate",18,"1L",37,0.43
174,"think",7,"7H",24,0.3
174,"say",8,"5L",38,0.76
174,"confess",20,"13H",8,0.81
174,"be annoyed",9,"14H",22,0.72
174,"inform",12,"3H",33,0.73
174,"suggest",17,"2H",25,0.87
174,"reveal",3,"6L",30,0.51
174,"admit",13,"15H",34,0.83
174,"prove",2,"19L",4,0.16
174,"establish",1,"12L",28,0.06
174,"know",11,"9L",16,0.09
174,"be right",6,"18L",32,0.32
174,"confirm",4,"17L",15,0.05
174,"see",19,"8H",1,0.33
174,"pretend",15,"20H",3,0.75
174,"discover",14,"16L",31,0.15
174,"hear",16,"4L",12,0.04
174,"announce",10,"10H",18,0.91
175,"say",8,"3L",9,0.01
175,"discover",14,"4L",12,0.01
175,"acknowledge",5,"13H",8,0.08
175,"confess",20,"19L",4,0
175,"think",7,"20H",3,0.03
175,"confirm",4,"18H",6,0
175,"suggest",17,"11H",29,0.01
175,"pretend",15,"6L",30,0.01
175,"know",11,"10L",36,0
175,"prove",2,"9H",35,0.02
175,"see",19,"14L",14,0.03
175,"admit",13,"15H",34,0
175,"announce",10,"7H",24,0.01
175,"inform",12,"16L",31,0.01
175,"be annoyed",9,"17L",15,0.02
175,"demonstrate",18,"2H",25,0
175,"reveal",3,"1H",13,0.65
175,"hear",16,"8H",1,0.01
175,"be right",6,"5L",38,0.02
175,"establish",1,"12L",28,0.01
176,"suggest",17,"12L",28,0.1
176,"establish",1,"14L",14,0.58
176,"pretend",15,"9H",35,0.12
176,"be annoyed",9,"6H",5,0.98
176,"inform",12,"7H",24,0.02
176,"confirm",4,"20L",27,0
176,"hear",16,"16L",31,0
176,"confess",20,"10H",18,0.92
176,"acknowledge",5,"18H",6,0.68
176,"know",11,"1L",37,0.95
176,"say",8,"13H",8,0.35
176,"think",7,"2L",10,0
176,"see",19,"3L",9,0.79
176,"demonstrate",18,"5H",20,0.28
176,"announce",10,"17H",21,0.34
176,"prove",2,"11H",29,0.48
176,"admit",13,"15L",7,0.31
176,"be right",6,"4L",12,0.03
176,"reveal",3,"8L",23,0.17
176,"discover",14,"19H",39,0.72
177,"see",19,"18H",6,0.26
177,"know",11,"1L",37,0
177,"suggest",17,"13L",26,0
177,"be right",6,"4H",40,0.67
177,"pretend",15,"6H",5,0.79
177,"think",7,"20H",3,0.91
177,"say",8,"3H",33,0.9
177,"demonstrate",18,"10L",36,0.07
177,"admit",13,"12L",28,0.04
177,"inform",12,"5L",38,0.31
177,"establish",1,"7H",24,0.11
177,"reveal",3,"9L",16,0.14
177,"announce",10,"15H",34,0.87
177,"acknowledge",5,"2L",10,0.2
177,"hear",16,"14H",22,0.71
177,"prove",2,"16L",31,0.1
177,"discover",14,"8H",1,0.35
177,"confess",20,"11H",29,0.71
177,"be annoyed",9,"17L",15,0.2
177,"confirm",4,"19L",4,0.06
178,"prove",2,"2L",10,0.18
178,"announce",10,"7L",19,0.08
178,"pretend",15,"1H",13,0.25
178,"inform",12,"10H",18,0.76
178,"see",19,"11L",11,0.77
178,"suggest",17,"18H",6,0.28
178,"admit",13,"13L",26,0.65
178,"establish",1,"19L",4,0.08
178,"hear",16,"16L",31,0.73
178,"be annoyed",9,"12L",28,0.74
178,"discover",14,"17H",21,0.77
178,"confess",20,"4H",40,0.76
178,"confirm",4,"5H",20,0.51
178,"say",8,"9L",16,0.51
178,"demonstrate",18,"20H",3,0.87
178,"be right",6,"3L",9,0.29
178,"reveal",3,"6H",5,0.8
178,"think",7,"8H",1,0.23
178,"know",11,"14H",22,0.85
178,"acknowledge",5,"15L",7,0.79
179,"prove",2,"15H",34,0.03
179,"pretend",15,"5L",38,0.03
179,"suggest",17,"16L",31,0.01
179,"demonstrate",18,"1L",37,0.01
179,"think",7,"3H",33,0
179,"say",8,"17H",21,0.01
179,"see",19,"11L",11,0.02
179,"be right",6,"10H",18,0.02
179,"be annoyed",9,"18H",6,0.49
179,"acknowledge",5,"13L",26,0.02
179,"admit",13,"2L",10,0.49
179,"discover",14,"6H",5,0.01
179,"confirm",4,"9L",16,0.01
179,"announce",10,"4L",12,0.02
179,"know",11,"8H",1,0.02
179,"establish",1,"12H",2,0.01
179,"inform",12,"7H",24,0.51
179,"confess",20,"14L",14,0.02
179,"hear",16,"20H",3,0.01
179,"reveal",3,"19L",4,0.01
180,"be annoyed",9,"12L",28,0.57
180,"be right",6,"15H",34,0.29
180,"announce",10,"18L",32,0.01
180,"admit",13,"8L",23,0.63
180,"confess",20,"14L",14,0.73
180,"reveal",3,"10H",18,0.89
180,"establish",1,"3H",33,0.49
180,"see",19,"13H",8,0.69
180,"know",11,"2L",10,0.48
180,"prove",2,"9H",35,0.61
180,"suggest",17,"11L",11,0.27
180,"say",8,"5H",20,0.37
180,"demonstrate",18,"17H",21,0.52
180,"acknowledge",5,"4L",12,0.55
180,"hear",16,"16L",31,0.43
180,"confirm",4,"1H",13,0.67
180,"discover",14,"19H",39,0.57
180,"pretend",15,"6L",30,0.23
180,"think",7,"20H",3,0.41
180,"inform",12,"7L",19,0.59
181,"inform",12,"20L",27,0.02
181,"confess",20,"15H",34,0.51
181,"hear",16,"14H",22,0
181,"think",7,"13L",26,0.04
181,"reveal",3,"2H",25,0.02
181,"be right",6,"5L",38,0
181,"establish",1,"3L",9,0.02
181,"be annoyed",9,"19H",39,0.82
181,"announce",10,"17H",21,0.52
181,"acknowledge",5,"12L",28,0.7
181,"suggest",17,"9H",35,0.01
181,"prove",2,"4H",40,0
181,"discover",14,"7L",19,0.72
181,"confirm",4,"16H",17,0
181,"say",8,"11H",29,0
181,"know",11,"1L",37,0.92
181,"admit",13,"10L",36,0.02
181,"demonstrate",18,"18H",6,0
181,"see",19,"8L",23,0.58
181,"pretend",15,"6L",30,0.02
182,"see",19,"1H",13,0.97
182,"think",7,"11H",29,0.02
182,"announce",10,"16H",17,1
182,"inform",12,"12L",28,0.99
182,"confess",20,"14L",14,0.99
182,"admit",13,"7H",24,0.99
182,"pretend",15,"2H",25,0
182,"acknowledge",5,"15L",7,0.99
182,"reveal",3,"5L",38,0.99
182,"demonstrate",18,"9L",16,0.98
182,"establish",1,"3H",33,0.01
182,"be right",6,"4H",40,0.02
182,"suggest",17,"6L",30,0.02
182,"be annoyed",9,"13L",26,1
182,"prove",2,"10H",18,0.01
182,"hear",16,"17L",15,0.99
182,"know",11,"20H",3,0.99
182,"confirm",4,"8L",23,0.04
182,"discover",14,"19H",39,0.99
182,"say",8,"18L",32,0
183,"prove",2,"10H",18,0.51
183,"inform",12,"1H",13,0.84
183,"hear",16,"8L",23,0.88
183,"confirm",4,"13L",26,0
183,"confess",20,"4L",12,0
183,"know",11,"17L",15,1
183,"pretend",15,"20H",3,0.08
183,"admit",13,"12L",28,0.51
183,"see",19,"19L",4,0.88
183,"establish",1,"9H",35,0
183,"say",8,"2H",25,0
183,"reveal",3,"16H",17,0.5
183,"suggest",17,"3H",33,0
183,"acknowledge",5,"5H",20,0.51
183,"discover",14,"11L",11,0.51
183,"think",7,"6L",30,0
183,"demonstrate",18,"14L",14,0
183,"be right",6,"7H",24,0
183,"announce",10,"15L",7,0
183,"be annoyed",9,"18H",6,0.52
184,"see",19,"1L",37,0.5
184,"be right",6,"19L",4,0.21
184,"confess",20,"20H",3,0.87
184,"inform",12,"2L",10,0.11
184,"pretend",15,"12L",28,0.01
184,"admit",13,"3H",33,0.59
184,"acknowledge",5,"4L",12,0.58
184,"hear",16,"16L",31,0.11
184,"say",8,"9H",35,0.3
184,"demonstrate",18,"8L",23,0.2
184,"discover",14,"6H",5,0.51
184,"announce",10,"14L",14,0.11
184,"reveal",3,"11H",29,0.67
184,"suggest",17,"10H",18,0.64
184,"establish",1,"17H",21,0.83
184,"prove",2,"15L",7,0.02
184,"confirm",4,"18H",6,0.55
184,"think",7,"13H",8,0.71
184,"be annoyed",9,"5H",20,0.98
184,"know",11,"7L",19,0.19
185,"demonstrate",18,"6H",5,0.06
185,"reveal",3,"3H",33,0.17
185,"inform",12,"4H",40,0.41
185,"acknowledge",5,"5L",38,0.24
185,"pretend",15,"7H",24,0.42
185,"know",11,"16L",31,0.09
185,"hear",16,"15L",7,0.34
185,"confess",20,"19L",4,0.03
185,"establish",1,"20H",3,0.69
185,"see",19,"14L",14,0.02
185,"be right",6,"2L",10,0.01
185,"admit",13,"9H",35,0.29
185,"discover",14,"13L",26,0
185,"confirm",4,"11H",29,0.39
185,"prove",2,"18L",32,0.04
185,"say",8,"10H",18,0.72
185,"announce",10,"17H",21,0.7
185,"suggest",17,"12L",28,0.12
185,"think",7,"1L",37,0.06
185,"be annoyed",9,"8H",1,0.31
186,"be annoyed",9,"19H",39,0.97
186,"confess",20,"3L",9,0.86
186,"announce",10,"7H",24,0.78
186,"say",8,"16L",31,0.26
186,"see",19,"17H",21,0.83
186,"admit",13,"20L",27,0.91
186,"be right",6,"9H",35,0.19
186,"inform",12,"13L",26,0.89
186,"hear",16,"8H",1,0.96
186,"establish",1,"5L",38,0.27
186,"discover",14,"11H",29,0.73
186,"know",11,"14L",14,0.9
186,"suggest",17,"15L",7,0.21
186,"reveal",3,"4L",12,0.48
186,"confirm",4,"12L",28,0.33
186,"think",7,"2H",25,0.39
186,"acknowledge",5,"1L",37,0.5
186,"prove",2,"10H",18,0.48
186,"pretend",15,"6H",5,0.19
186,"demonstrate",18,"18H",6,0.35
187,"be annoyed",9,"20H",3,0.9
187,"hear",16,"4H",40,0.82
187,"admit",13,"5L",38,0.86
187,"say",8,"14L",14,0.19
187,"know",11,"7L",19,0.72
187,"be right",6,"2L",10,0.27
187,"reveal",3,"11H",29,0.32
187,"pretend",15,"8H",1,0.1
187,"demonstrate",18,"12H",2,0.82
187,"suggest",17,"19L",4,0.08
187,"confirm",4,"6L",30,0.03
187,"think",7,"18H",6,0.64
187,"acknowledge",5,"16L",31,0.25
187,"announce",10,"10L",36,0.11
187,"confess",20,"3H",33,0.8
187,"see",19,"17H",21,0.74
187,"prove",2,"1L",37,0.08
187,"establish",1,"9L",16,0.17
187,"discover",14,"15H",34,0.85
187,"inform",12,"13H",8,0.52
188,"confess",20,"10H",18,0.2
188,"prove",2,"2H",25,0.21
188,"see",19,"14H",22,0.49
188,"think",7,"17L",15,0.74
188,"confirm",4,"4L",12,0.14
188,"say",8,"5L",38,0.07
188,"demonstrate",18,"13H",8,0.33
188,"hear",16,"12H",2,0.24
188,"discover",14,"8H",1,0.14
188,"be annoyed",9,"11L",11,0.16
188,"be right",6,"3L",9,0.11
188,"suggest",17,"18L",32,0.05
188,"inform",12,"7L",19,0.91
188,"know",11,"9L",16,0.19
188,"acknowledge",5,"15L",7,0.09
188,"reveal",3,"1L",37,0.03
188,"announce",10,"16H",17,0.48
188,"admit",13,"19H",39,0.71
188,"establish",1,"6H",5,0.23
188,"pretend",15,"20H",3,0.86
189,"be right",6,"9H",35,0.32
189,"hear",16,"20L",27,0
189,"establish",1,"18L",32,0
189,"inform",12,"2L",10,0
189,"reveal",3,"4L",12,0
189,"demonstrate",18,"3H",33,0.58
189,"know",11,"5L",38,0.13
189,"think",7,"7H",24,0.5
189,"admit",13,"10H",18,0.59
189,"announce",10,"17L",15,0
189,"confess",20,"6L",30,0
189,"confirm",4,"15H",34,0.65
189,"pretend",15,"16L",31,0.22
189,"see",19,"11L",11,0.5
189,"be annoyed",9,"12H",2,0.62
189,"suggest",17,"14H",22,0.63
189,"acknowledge",5,"8H",1,0.5
189,"prove",2,"1H",13,0.6
189,"discover",14,"19L",4,0.24
189,"say",8,"13H",8,0.62
190,"inform",12,"19L",4,0.99
190,"establish",1,"15L",7,0
190,"know",11,"3H",33,0.97
190,"say",8,"12H",2,0.11
190,"prove",2,"18H",6,0.02
190,"demonstrate",18,"5H",20,0.02
190,"think",7,"17H",21,0.75
190,"suggest",17,"10L",36,0.01
190,"be right",6,"4H",40,0.39
190,"see",19,"14L",14,0.01
190,"confirm",4,"13L",26,0.02
190,"confess",20,"16H",17,0.61
190,"discover",14,"2L",10,0
190,"reveal",3,"20H",3,0.98
190,"hear",16,"1L",37,0.02
190,"acknowledge",5,"7L",19,0
190,"admit",13,"9L",16,0.01
190,"be annoyed",9,"8H",1,0.26
190,"announce",10,"6H",5,0.03
190,"pretend",15,"11L",11,0
191,"hear",16,"3H",33,0.39
191,"establish",1,"2L",10,0.02
191,"be right",6,"9L",16,0.36
191,"suggest",17,"1L",37,0
191,"acknowledge",5,"15H",34,0.64
191,"pretend",15,"4H",40,0.51
191,"be annoyed",9,"5H",20,0.07
191,"inform",12,"14L",14,0.62
191,"confess",20,"17H",21,0.65
191,"know",11,"12L",28,0.52
191,"demonstrate",18,"13L",26,0.29
191,"announce",10,"18H",6,0.07
191,"reveal",3,"11L",11,0.58
191,"prove",2,"8L",23,0.5
191,"say",8,"10L",36,0.01
191,"admit",13,"6H",5,0.01
191,"see",19,"16H",17,0.56
191,"discover",14,"7H",24,0.57
191,"confirm",4,"19L",4,0.42
191,"think",7,"20H",3,0
192,"confirm",4,"16L",31,0.01
192,"establish",1,"3L",9,0.01
192,"be right",6,"7L",19,0.01
192,"admit",13,"15H",34,0.83
192,"inform",12,"9H",35,0.95
192,"know",11,"5L",38,0.01
192,"announce",10,"2H",25,0.01
192,"say",8,"13H",8,0.02
192,"pretend",15,"8H",1,0.01
192,"see",19,"20L",27,0.03
192,"discover",14,"19L",4,0.01
192,"confess",20,"18H",6,0.99
192,"prove",2,"12H",2,0.51
192,"demonstrate",18,"6H",5,0.99
192,"suggest",17,"10L",36,0.01
192,"be annoyed",9,"14H",22,0.98
192,"acknowledge",5,"1L",37,0.99
192,"hear",16,"4H",40,0.99
192,"think",7,"11L",11,0
192,"reveal",3,"17L",15,0.98
193,"discover",14,"2L",10,0.01
193,"reveal",3,"13H",8,0.54
193,"see",19,"14L",14,0.03
193,"admit",13,"15L",7,0.03
193,"suggest",17,"11L",11,0.07
193,"announce",10,"8L",23,0.04
